Utterance,Emotion,Conscientiousness,Openness,Extraversion,Neuroticism,Agreeableness,Speaker
"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Oh it's OK. You were worth the wait, and I don't just mean tonight.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Ohh. No that s okay, he s a friend.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"What do you mean, like, buy it together?",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"I'm, I'm really sorry.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",anger,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, like I could",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Of course I have! What do you think, I m some 30 year old virgin?",anger,0.354,0.713,0.386,0.511,0.533,Monica
Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!,anger,0.354,0.713,0.386,0.511,0.533,Monica
You don't even know me...,anger,0.354,0.713,0.386,0.511,0.533,Monica
"Phoebe we just saw mine, let me see yours.",joy,0.614,0.635,0.457,0.469,0.58,Rachel
And Ross.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Oh, that is so sweet!",joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Oh, alright, that's it, now I have to go see him.",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
"All right, well, you're right, these are the best oatmeal cookies I've ever had.",,0.614,0.635,0.457,0.469,0.58,Rachel
"No! No! Phoebe, come on! I don t want to switch! Please come on! I can throw wet paper towels here!",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
Can you believe he just offered me a restaurant?,joy,0.354,0.713,0.386,0.511,0.533,Monica
Hey!,joy,0.354,0.713,0.386,0.511,0.533,Monica
Noo.,disgust,0.614,0.635,0.457,0.469,0.58,Rachel
...spender.,joy,0.48,0.648,0.521,0.477,0.66,Chandler
That she left you for another woman that likes women?,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"All right, let me in.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Now, I m gonna say a word and then you say the first thing that comes to mind.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Question two. Why do we always have to have parties with committees?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
No! I won t leave you!,fear,0.489,0.574,0.297,0.56,0.552,Joey
"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Well neither do I!,anger,0.614,0.635,0.457,0.469,0.58,Rachel
Hi.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Well then he gets a divorce, it s Ross!",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
And this?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
No! Oh! You're alive! You're alive!,fear,0.375,0.6,0.31,0.356,0.545,Phoebe
No! He blew us off!,anger,0.489,0.574,0.297,0.56,0.552,Joey
Thank you.,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"I just, I had to see you one more time before you took-off.",joy,0.457,0.722,0.6,0.455,0.46,Ross
Really!?,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Wha, heh, how could you know, I don't even know!",joy,0.457,0.722,0.6,0.455,0.46,Ross
That would be Casey. We re going out tonight.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Um, the off-Broadway play people said 'You were pretty but dumb.'",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Why are you here?,,0.48,0.648,0.521,0.477,0.66,Chandler
"Y'know what, I think this might be one of the times he s wrong.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
You had fantasies about Emily?,surprise,0.457,0.722,0.6,0.455,0.46,Ross
Ohh  I wonder if that dude.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
So you re playing a little,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Alex Trebek?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Ohhh!!!!,,0.614,0.635,0.457,0.469,0.58,Rachel
It's the heat. And-and the humidity.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Okay, stop-stop! Phoebe?!",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
I can t figure out what to make Monica.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah. I mean, it's been kinda quiet since Carol left, so...",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"What was, what was that?",fear,0.457,0.722,0.6,0.455,0.46,Ross
Hey Joey.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"I mean, I-I-I think she s cute but I-I would never have thought of going out with her, never!",sadness,0.457,0.722,0.6,0.455,0.46,Ross
You don't know anything.,anger,0.614,0.635,0.457,0.469,0.58,Rachel
Oh.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"This was Carol's favorite beer. She always drank it out of the can, I should have known.",surprise,0.457,0.722,0.6,0.455,0.46,Ross
"Ah  Ah Get out of here!  Uh, meeting someone? Or-or are you just here to brush up on Marion s views on evolution?",anger,0.457,0.722,0.6,0.455,0.46,Ross
Sounds like two people are really enjoying the Dewey decimal system.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Hi! I m so glad you re here, but it s gonna be a while. I-I wished you d called first.",joy,0.457,0.722,0.6,0.455,0.46,Ross
But we should move quick.,fear,0.614,0.635,0.457,0.469,0.58,Rachel
Yeah.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
I wrote you a letter.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Rachel! Well, you-you re not at home, you re-you re-you re right here.",,0.457,0.722,0.6,0.455,0.46,Ross
Ten. Okay. Now Tag there s such a thing as too many women.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
I respectfully disagree.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Well, like father, like son.",joy,0.48,0.648,0.521,0.477,0.66,Chandler
I don t care!  I don t care!!,anger,0.48,0.648,0.521,0.477,0.66,Chandler
"I wish we at least knew his name... Look at that face. I mean, even sleeping, he looks smart. I bet he's a lawyer.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Hi, how are you doing Kelly?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
Phoebe moved out.,surprise,0.354,0.713,0.386,0.511,0.533,Monica
Could be Casey.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Ooh, it s probably a residual check, hey can you open it for me, I m kinda .",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Pheebs, how s it going?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Okay, alright, I have a question, then.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Hey Gunther, these yours?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
You are just like Jack.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
What?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"I know, it was the best I could get out of them.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"I think we do. Why don t we go inside?  Look uh, I know why you re here.",surprise,0.457,0.722,0.6,0.455,0.46,Ross
What?! Oh my... Oh my God!! What happened?!,fear,0.375,0.6,0.31,0.356,0.545,Phoebe
"Ross, I still can t forgive you for what you did, I can t, I just, but sometimes when I m with you I just, I feel so...",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
Hey!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
Are you serious?!,,0.614,0.635,0.457,0.469,0.58,Rachel
"Well, who's to say what's true? I mean...",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Oh my God! He did it?,,0.375,0.6,0.31,0.356,0.545,Phoebe
I gotta tell you. You're the best in the business.,joy,0.489,0.574,0.297,0.56,0.552,Joey
This woman's living my life.,anger,0.354,0.713,0.386,0.511,0.533,Monica
"Oh yeah, it's beautiful country up there.",joy,0.48,0.648,0.521,0.477,0.66,Chandler
"What, so what are you gonna tell him?",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Well, you should be, this is all your fault! You meddled in our relationship!!",anger,0.614,0.635,0.457,0.469,0.58,Rachel
G-sharp.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"All right well, I guess I gotta go get a job. I m gonna go see my agent.",surprise,0.489,0.574,0.297,0.56,0.552,Joey
"Now honey, you take care, you don t have those babies until I get back.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Give it to me!,anger,0.354,0.713,0.386,0.511,0.533,Monica
"Night, you guys.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
It s not something you are! It s something you have!,anger,0.457,0.722,0.6,0.455,0.46,Ross
Okay.  Yikes! That one doesn t look very fulfilled.,,0.375,0.6,0.31,0.356,0.545,Phoebe
Or... Dick.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"All right, Julie.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Hey! Great advice on that Joey thing!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Uh, 10:30.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Okay.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"I don't know, I kinda like Bob for a girl.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Oh it was perfect! I mean it really felt like he was my friend again.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Wait a second! This is about the fourth month of your pregnancy, right?",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
But Rachel has an apartment.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
I figure my character has kids.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Hi. Where is everybody?,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Oh what, you-you want both of them?",,0.614,0.635,0.457,0.469,0.58,Rachel
"Jo's there, but I don't think there's anything she could do.",surprise,0.489,0.574,0.297,0.56,0.552,Joey
Pat the dog. Oh! Oh! I get it!!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
What about Glen? He could be a Glen.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Emily!,joy,0.457,0.722,0.6,0.455,0.46,Ross
How's it going?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Yes, I did. Yes, I did. Because, you're my girlfriend, and that's what girlfriends should, should get.",joy,0.48,0.648,0.521,0.477,0.66,Chandler
"Uh-hmm Wait! It gets better. Um, yeah I was in Barcelona.",joy,0.457,0.722,0.6,0.455,0.46,Ross
"Y'know what, you should like, you should buy a state and then just name it after yourself.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Just showing you my run-of-the-mill-slice-it-right-off third nipple.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
Hey.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Really? I ve been thinking, this is crazy, I mean don t, don t you think we can work on this?",surprise,0.457,0.722,0.6,0.455,0.46,Ross
The end.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"I know, but look at me: all tan.",joy,0.354,0.713,0.386,0.511,0.533,Monica
"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Pretty great! Except I did get a little attitude from the robot.,joy,0.489,0.574,0.297,0.56,0.552,Joey
"But you re still moving in together, right? Because my ad came out today.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"No, I have just to have two more points to beat him!",joy,0.354,0.713,0.386,0.511,0.533,Monica
"No, no, no.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
What?!,,0.48,0.648,0.521,0.477,0.66,Chandler
Was she happy you gave her the job?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Fired! Why?,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
"Rachel, come on. Give us a chance.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Hey, y'know what, maybe we should get going. I mean what time did Chloe say we should be there?",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Look confident.,fear,0.489,0.574,0.297,0.56,0.552,Joey
It's my new perfume. Why don't you come closer where you can,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Well, maybe it s so big because the house was built on radioactive waste.",joy,0.375,0.6,0.31,0.356,0.545,Phoebe
Fine! Do you want something to drink?,anger,0.489,0.574,0.297,0.56,0.552,Joey
Because then I don t have to!,joy,0.354,0.713,0.386,0.511,0.533,Monica
Hey!,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Y know, I wish I could get him to open up a little bit, share some feelings.",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
Hey!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
Of course I am. I just have to make a call.,,0.457,0.722,0.6,0.455,0.46,Ross
"Well, ya know, someone should have called me.",anger,0.457,0.722,0.6,0.455,0.46,Ross
Little village people.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Nothing!   This is not over!,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
What?! It is?!,,0.457,0.722,0.6,0.455,0.46,Ross
"Hey Joey, is this the bed where Olivia lost her virginity?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"No, these aren't all my suitcases.  This one's Paolo's.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"All right ah, Ross, this is the extent of my knowledge on the subject. Call Rachel.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
Okay.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Wow, a house for dolls, that is so cool! When I was kid, I had a barrel.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"That is it! You just barge in here, you don't knock",anger,0.614,0.635,0.457,0.469,0.58,Rachel
"Yes, you are so smart!",joy,0.354,0.713,0.386,0.511,0.533,Monica
"'....Won't you, won't you, won't you.... '",joy,0.354,0.713,0.386,0.511,0.533,Monica
Is he crazy?! You just had Ross s baby!,,0.354,0.713,0.386,0.511,0.533,Monica
"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",disgust,0.354,0.713,0.386,0.511,0.533,Monica
"Okay, well my girl from the other night was special. She was a scientist too!",anger,0.489,0.574,0.297,0.56,0.552,Joey
What's so funny?,joy,0.354,0.713,0.386,0.511,0.533,Monica
"Well, we never actually got to dinner.",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"Yeah, you re great! Okay, let s take it from",joy,0.489,0.574,0.297,0.56,0.552,Joey
"Yeah, come here!",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Yeah.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"So, let's go.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Oh come on! Here we go!  Stand by for mission countdown!,joy,0.457,0.722,0.6,0.455,0.46,Ross
I feel like we re the only two people in the world.  Oops. Sorry.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
Joey? Could you get that?  What are you doing here? I thought you were in your room?,,0.614,0.635,0.457,0.469,0.58,Rachel
What?,,0.614,0.635,0.457,0.469,0.58,Rachel
I don t care about your dad! I care about Mona! She was there and now she s totally freaked out!,anger,0.457,0.722,0.6,0.455,0.46,Ross
"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, well, don t  Aww Pheebs, that sucks!  me yet.",surprise,0.375,0.6,0.31,0.356,0.545,Phoebe
"Yes, you do. When we left, you said, ""got the keys.""",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Okay... ..whose turn is it?,joy,0.48,0.648,0.521,0.477,0.66,Chandler
Oh no! Why?,,0.375,0.6,0.31,0.356,0.545,Phoebe
Sperm or regular?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
All right.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
For what? For letting you throw me out of your office?,anger,0.457,0.722,0.6,0.455,0.46,Ross
"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Well, you re amazing.",joy,0.489,0.574,0.297,0.56,0.552,Joey
Yeah.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
We said six!,anger,0.354,0.713,0.386,0.511,0.533,Monica
"Now, don t hold back.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
What?! What are you doing?!,,0.354,0.713,0.386,0.511,0.533,Monica
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,joy,0.489,0.574,0.297,0.56,0.552,Joey
"""You are ideally suited for a career in data processing for a large multinational corporation.""",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"Oh, no-no-no, see, that-that clock's a little fast, uh, we have 17 minutes. Huh, what can we do in 17 minutes? Twice?",fear,0.457,0.722,0.6,0.455,0.46,Ross
Do we have to know about that?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Uh-huh.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oh, so you just sort of happened to leave it in here?",anger,0.614,0.635,0.457,0.469,0.58,Rachel
"Ohh, I know one thing!",joy,0.489,0.574,0.297,0.56,0.552,Joey
"And y'know what, I get excited about stupid stuff, like when I my",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I m gonna do that.",joy,0.489,0.574,0.297,0.56,0.552,Joey
What's up man?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"I mean we work together, so nothing could really ever happen between us, and what I would love is just to go to work on Monday, and-and never talk about this again, okay?",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"Oh, see, Jack did love the cow.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"But I don't. Me, Phoebe.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
All right. Did everyone get out okay?,fear,0.375,0.6,0.31,0.356,0.545,Phoebe
"Y'know what, I want you to leave! Get outta here!",anger,0.614,0.635,0.457,0.469,0.58,Rachel
Hey.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Really?,,0.48,0.648,0.521,0.477,0.66,Chandler
"All right, I'm nine years old.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Ursula!  Wait! Err-err, it s me! Phoebe!",,0.375,0.6,0.31,0.356,0.545,Phoebe
You know it?,,0.48,0.648,0.521,0.477,0.66,Chandler
Hey.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Heads.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
I can't remember the last time I got a girl to take care of my monkey.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Um, no.",fear,0.457,0.722,0.6,0.455,0.46,Ross
"No, you're the best.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oh, okay, I don't know what you just said, so let's get started.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Monica, betting the apartment, I don t know about this.",fear,0.614,0.635,0.457,0.469,0.58,Rachel
Welcome home man.,joy,0.48,0.648,0.521,0.477,0.66,Chandler
"Hey, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"No. But I got Knicks tickets for you, me, and Chandler.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"I m just saying that y know, someday Ross is gonna meet somebody and he s gonna have his own life. Right?",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"Hey, so did everything go all right with the annulment?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Okay well then, I ll fire him today and you go out with him for another week.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
The cameras? Remember last night I told you to take them?,,0.48,0.648,0.521,0.477,0.66,Chandler
